company,client,item,qty,price
YEM,JFW,19865,10,28
ELJ,DNT,15269,33,13
MWW,KBK,2952,10,6
SHN,VTE,18224,28,7
FTE,FPE,21097,48,12
WMU,MDD,18341,17,31
KTG,XKE,18517,1,7
EHU,EFW,8952,23,26
HMA,ETR,8572,15,2
WQY,GJA,1237,29,5
YVI,NIX,1455,15,23
SYO,ZGB,27028,11,10
HBJ,NVY,4944,29,30
XAT,BVP,4015,10,6
FRG,TLA,19719,10,11
SRV,VHW,12534,37,25
OBY,CEJ,2055,31,28
HES,SPX,17513,45,11
TAN,DBM,31822,2,17
DOT,HEZ,703,22,0
XGX,BPI,29208,42,29
OEQ,MJN,16472,2,21
MEG,KQA,1807,19,23
GGO,VRV,11689,0,30
RJQ,VLG,26362,30,21
QOZ,BJP,19172,13,10
QFI,YLO,6400,44,29
GZH,QUV,3471,17,0
TQG,WBX,24095,13,19
UKG,AYS,31248,8,27
PSF,CKA,22417,46,7
DNQ,HJJ,18393,26,12
FDP,VRP,7739,15,3
HRE,GCM,30472,7,30
ZSI,HVW,19399,32,32
KTZ,QAZ,16839,1,2
OKH,TWJ,9048,32,18
PYJ,LQW,7572,6,10
CSR,KUB,167,12,1
BVZ,DSU,6924,26,19
QCW,MVO,26886,18,14
BDN,TGM,25030,25,29
BAF,FZT,15302,45,17
LSF,PJF,1958,2,4
YGZ,JFA,24018,36,29
IUP,QCV,15879,13,14
GWT,COB,31587,19,6
VJA,HDA,23509,22,16
ITQ,HGY,15408,40,14
ITJ,JHT,19579,22,9
ULT,VDB,22271,19,25
HOH,ISI,23059,41,23
KPR,LER,17069,22,13
CCC,OGY,14202,40,19
HMN,WUP,680,46,13
DRK,VTC,5598,14,3
RAT,INJ,32225,21,10
RCN,TIJ,7052,14,25
DKK,WLP,16818,47,22
RYT,PZW,23063,21,32
OYA,IDA,24650,13,2
YWS,CLQ,25480,39,16
SLR,HUB,12692,40,15
UNW,CDF,17499,32,14
NUB,PNB,21371,11,16
RYN,TZT,391,13,18
HDO,VFR,8606,35,15
TEA,ERV,25777,23,12
YRL,NXA,29905,38,32
MTC,WTZ,8686,48,24
ZYI,YGO,16848,41,27
MCU,ROW,25481,17,6
YLO,WQA,22582,39,14
KJA,DDP,24991,35,1
GJJ,QXR,17991,14,11
TGC,BAQ,645,47,17
WFY,BRR,9833,4,13
HKN,XIF,2354,44,12
DCW,LWO,3,45,5
JPU,CCO,31700,33,29
NIM,OKF,28274,46,5
HOB,QCD,15413,11,9
TFH,OME,29909,12,18
NVB,NDP,32027,46,13
OAO,GOR,13230,20,1
HJV,KSM,5074,23,4
TGO,BXZ,27335,40,31
NXG,PLP,27558,10,30
NPE,OSG,6275,14,23
FGO,UES,26777,21,24
IQU,UKL,24699,8,30
BMD,SBX,31912,17,12
TPM,KRZ,19314,4,3
JAC,NUK,20314,8,23
AFX,SHT,30542,42,22
MZE,YEQ,23479,15,30
EVT,TGN,28694,30,15
DJM,ZQY,24301,4,7
WMK,DBZ,14734,12,12
ORY,KQM,19211,4,5
RHE,BBF,3439,8,12
IIT,EMD,19150,31,10
VXD,LXQ,15432,4,26
KYR,DJB,24201,0,29
LPI,CQE,12516,40,31
MZR,ZSZ,32625,9,6
LUQ,WXP,30448,16,10
UIY,UQL,25611,30,23
TKT,EYO,20495,37,15
YKC,VEV,17401,13,1
NVG,UER,16305,11,32
GAF,IUE,13398,30,7
MTT,LCP,17610,15,19
RKL,SPG,28185,13,19
SFA,DBH,29153,14,27
QGO,OQJ,4914,17,30
ZLQ,WAS,4488,47,29
MXV,KJX,20379,12,16
JEX,YOW,3009,24,15
HDD,VCP,23679,16,25
FPS,WXA,15290,45,26
SSX,AKU,28478,32,13
PCV,WIN,11225,35,8
OVB,XPS,22110,22,7
TWE,XXA,23252,8,29
PMC,LUR,27284,4,2
HMK,YML,24702,13,4
LTO,LZN,10029,31,27
BXE,ZEW,22565,7,15
JJV,SJQ,8083,16,7
OFU,OKH,14425,9,15
DFJ,TBK,9507,15,12
TYT,OIE,21969,15,5
WOR,HQN,19073,11,7
JLQ,SOE,14550,20,22
XXR,ACT,2028,2,29
DSN,JHT,21637,15,8
YBE,YEG,17728,35,7
HNR,BTE,15957,6,10
SUZ,IYX,32697,26,6
YHM,LWL,5815,18,16
ORK,JXD,4201,29,26
TIS,MVM,14311,25,9
WCS,XSP,15973,39,5
KWX,GGY,32615,23,0
ZQS,ZOY,25437,48,15
MKR,TNO,8178,40,20
JBM,ONU,1195,20,3
HFU,FVT,20151,21,27
XLL,FPG,9383,27,3
ZFW,GMO,30439,29,1
YMK,LVI,32301,23,17
USR,TZE,29479,13,26
QOF,ISA,22993,27,32
DZQ,JDW,28500,14,22
JED,DBZ,9868,22,15
MMV,FLE,23830,25,5
OJY,QAM,28188,43,3
SCK,ZPP,5520,16,20
IAE,RBI,29439,15,29
DZP,QAJ,793,22,2
LDO,ZSQ,7172,18,19
EVJ,QMW,4173,6,20
NKO,MKT,25488,2,27
WJO,ABU,12082,35,7
EBP,BCW,21246,46,10
XFU,LDX,21564,47,6
GUF,TGN,24745,37,17
MNR,FKG,13601,19,15
EHM,OXN,12785,16,27
MCN,LRZ,5490,27,18
MUY,RTE,8213,43,16
FOX,FRJ,3472,7,17
SZH,YJL,4570,42,15
THE,NFN,18513,1,13
UMS,PCL,4685,18,4
WUA,SSQ,8327,12,18
QWK,RNU,11020,12,32
TJW,SFS,32188,14,28
YRW,QFI,31982,44,2
UDV,SHH,2879,39,18
YZD,MKC,4670,0,31
BCQ,CYA,25304,41,0
XMH,QIL,1716,14,21
JRW,LYA,28598,32,29
RKF,BGW,28540,34,18
JPA,RPN,2216,13,3
NIQ,CQS,7400,21,4
DAM,WOF,25485,15,13
BGW,HNV,29071,35,22
NFW,YTZ,620,22,12
APU,XGC,17962,5,23
PER,XLW,14765,4,26
JNA,CVO,14613,19,5
JIF,JMP,17707,29,2
TKL,WSR,14205,8,3
HDI,LLS,14558,3,20
VJB,VXI,18977,6,11
CQM,FNM,1163,6,21
MRZ,LPP,2874,48,15
HTT,FSH,17893,17,5
KRQ,LXH,6234,0,20
RWY,HMV,22856,33,4
QOY,KTV,15759,24,5
TBH,EYW,20008,30,21
XBZ,XUV,27029,36,25
LHS,BWZ,27691,47,2
ZWB,IFS,21491,13,24
OIR,ASD,18004,47,20
HZM,RQV,3534,4,4
FIE,OFO,1620,2,11
XOU,ZJU,14196,19,9
SPG,DSP,28692,29,9
PYL,VKG,23,18,12
ZJY,GND,5304,27,0
CUO,KCI,22847,33,30
ROU,YXY,2390,25,23
IRT,VAC,3550,36,29
GXU,SVV,8574,7,4
ZUZ,WHA,5435,41,28
AXO,QCK,9693,0,4
IEN,XJQ,1402,36,12
LSG,NBO,11693,0,22
OSU,OFP,25900,47,30
MJR,ANZ,1172,5,1
GYH,VGO,17518,11,4
WDB,BUS,21614,32,1
XEK,IMP,11674,23,31
FFE,XHJ,13409,24,28
FTI,IXI,5289,31,32
LLG,VDT,4112,23,19
SCC,TWD,11160,5,29
IKB,ETQ,12546,32,22
YUK,GEJ,15636,41,16
CQH,XVF,12434,27,17
YZP,AMC,2319,27,3
QXS,FWQ,27360,31,0
DQY,KOD,25823,24,20
DUW,GHM,18873,31,5
RYG,NFL,20789,33,15
ELA,KMV,5348,42,27
MDX,FTH,13813,19,8
KGP,RJF,4713,12,25
WHV,BRL,31589,25,6
SXS,SWC,22505,39,28
DVM,YXH,19960,46,21
NOV,OVL,3837,38,15
KLS,QEZ,20525,37,4
RJK,XMW,23624,44,20
HOY,SOS,19227,30,2
GRQ,OLT,10897,43,25
JKX,CXU,17227,12,20
PMD,HEE,4731,43,6
TPG,JZU,3632,46,4
KZY,UKY,13075,44,8
RWR,FAC,29677,39,24
KVV,QQP,7885,44,28
JPH,NXD,26847,32,8
JWO,BZL,15802,18,31
YZJ,BOR,17157,40,1
CZI,CRS,13945,46,11
VQA,VNV,4648,0,23
TJX,FHG,16090,41,18
SSF,SDF,9022,48,20
KWC,NWD,5963,47,4
ZNF,DHM,29295,15,17
YPI,DIG,10587,28,12
WOM,YGK,14678,13,6
NLG,VLF,5325,14,30
HRB,YVQ,18370,8,26
RNY,QCT,14486,14,25
XPF,BHQ,9758,47,2
PWD,VLL,9307,8,27
DJL,YLE,2160,44,28
TFF,HDW,16371,48,26
GNG,EIB,2854,41,20
UVT,BUD,4350,48,6
VHA,UMM,25233,27,29
RQC,IQZ,27411,43,13
QQT,PZU,22143,4,24
QZH,UCH,31384,30,8
VUM,AWN,21303,2,32
SWC,HBW,1782,30,6
AYW,GQI,10375,15,14
KGT,DDN,27208,40,26
DGX,VNN,29078,14,2
KUN,SHE,26600,44,21
EUQ,GDP,21434,10,13
SKN,MXZ,13534,19,24
PPH,CLV,12785,9,18
UNG,IXD,8667,34,11
HBO,QOW,28584,9,4
OVX,NKH,9840,30,29
AJD,RNP,11664,29,16
VXK,PAY,599,38,27
DUS,EUG,27142,18,2
ESU,IYA,2945,26,4
XUT,YVW,25929,46,27
WEM,PXL,25738,4,27
JIB,YBO,29042,17,9
STH,WIO,9670,36,8
LXZ,SKF,6290,16,14
TQN,BPN,19723,30,10
HIB,EPO,12002,42,3
VNQ,TBU,6847,7,22
GKR,CZN,10705,13,8
RAT,CCE,30715,3,5
DID,MZH,19616,3,24
AUR,MAS,29958,14,12
ZMV,YFK,32625,6,12
UDK,LZZ,8279,23,28
KBX,CFI,31959,30,24
YPI,ZRA,9248,30,8
FVW,FLH,20437,31,7
FJP,THF,23002,36,21
PLF,BDO,18158,24,5
NRM,WNT,26126,23,1
CUX,DAI,32151,33,8
DFQ,IJQ,27903,45,1
IVW,RTE,4521,38,22
JPS,ALB,16739,27,24
GVS,DJG,2023,2,6
YTG,ECC,7459,33,18
CBC,QFE,17000,37,9
EHW,BKR,30444,21,0
CYU,USW,10443,31,25
OYL,WVO,19801,6,1
VOM,KCC,27046,26,5
DLS,TYQ,16765,48,13
TRU,ZLE,9458,41,21
SZN,RRV,20126,9,2
PQW,AAH,8150,47,23
AKC,WJE,29993,12,19
BYF,WYH,10687,44,13
KXW,GUM,27049,21,3
QIY,JDF,6640,12,28
FXZ,TCF,12958,9,11
WXT,IGU,24411,2,21
WLV,XUA,28359,28,0
RAZ,UOU,28403,47,21
RFG,AVF,13094,36,23
BVV,BUG,21680,26,30
HUM,XKJ,4728,17,1
LDV,HMG,20030,4,31
GJB,UBD,31772,37,29
XFS,PSF,12855,2,11
IAF,NEM,4045,41,21
KKU,RES,13763,16,33
QET,DSQ,19280,1,22
FWK,IZE,16150,8,10
HON,NRU,28595,28,19
NMZ,COV,28662,12,0
UBV,NAL,23724,12,26
AQK,PRY,31991,29,22
MYT,OQE,29117,8,27
XHS,DDI,31061,29,8
KPX,HAC,3253,10,14
TFQ,TQV,28767,0,32
MQU,ZRW,14000,0,14
HHU,WHK,10214,35,0
VLB,SHA,13874,46,5
DIJ,JLZ,18304,22,23
OXR,VGB,29827,13,15
PZG,MYU,8136,37,22
NAO,NJY,23831,3,11
XGJ,SDE,20593,10,12
GZM,TVT,30073,33,22
OYT,ZQN,3828,22,30
RCJ,TPS,3970,11,12
WCC,WKZ,21329,25,7
GWJ,LWL,5278,5,16
JYJ,UVX,22195,16,24
IMQ,PPH,23899,24,18
TQW,KXY,12569,44,0
XMY,UUP,3694,37,27
MHG,QEF,10456,30,11
MBR,PCJ,10687,9,6
IIQ,BNB,31082,40,3
ZXL,WPB,25097,16,14
ERW,JGF,1466,27,5
JOA,EWQ,15628,19,1
YTG,PRA,5342,8,0
DQD,BHU,7174,40,1
IAE,FQD,7315,21,7
LXW,APH,15996,13,5
DLO,XTD,24890,32,17
FWO,JTB,19390,28,25
LMH,BLI,30253,19,12
MDU,BMU,24058,27,13
ONA,WGU,28983,44,0
NMK,NXL,3310,7,13
SGH,TWB,10684,47,9
IOU,GAZ,18288,43,21
SWD,KUV,12054,44,13
GUG,HVY,30683,43,23
QXX,BHM,10438,41,20
UEC,XRE,4499,12,24
CCG,LUT,8946,28,19
ESH,BYK,4443,8,13
YIS,CNF,11336,13,20
SJW,OXR,30219,13,7
OTS,SAG,8119,33,28
YMY,WSR,26007,25,25
PWW,FTK,21734,1,27
URH,CXS,2890,23,12
RYR,LXM,30020,18,17
BWM,COG,5623,25,30
USM,NQI,14177,44,24
ZDF,VYZ,31288,24,16
LSE,OFF,8308,36,3
DYV,QIZ,17818,46,16
EDH,UEZ,24408,31,18
WDL,TRG,15150,38,15
DVZ,ANJ,1153,14,30
RCI,RAX,32396,14,6
SDO,ETG,25666,6,6
QTI,EUC,22921,37,9
GWY,SVC,1516,26,5
LVS,JQT,29651,47,32
PXW,NPT,28954,35,22
WKO,RRK,7288,47,11
AGA,GWU,17924,3,22
OQH,QMJ,3373,14,0
XNV,JIG,18498,16,1
GCA,DET,2206,34,8
OMK,DBY,28045,7,6
SLN,LDK,7504,3,0
CDT,XPS,12616,20,3
NJW,OEI,18655,18,10
XSU,GGI,27279,20,21
VCU,FKI,3547,13,16
XAT,PFO,17539,43,24
MTS,TXW,12344,3,7
NDR,MRN,2405,3,22
FUK,LFO,28470,23,3
PBT,MPO,25058,30,8
IPB,YYB,26295,27,3
HTZ,IWA,16742,41,32
HBY,EXS,14601,42,1
BFE,UDA,11296,3,10
XBP,SHT,12617,12,5
ZBL,PZS,2276,31,14
ZJT,FMM,20424,5,20
EOI,KTX,10182,47,16
VKH,JKP,3712,40,28
QYI,VBI,10953,33,0
GRU,WWP,14458,21,3
ZCO,LHK,6815,3,32
ZEF,JNB,30657,7,23
XNI,VUY,18350,14,1
DWQ,EQX,4120,18,24
CYG,KHZ,24980,24,27
DDM,YQI,4213,21,32
BNI,XZK,12928,34,15
QDH,QRD,11980,38,7
ZYT,BAN,1167,24,21
QBJ,KLG,8910,19,16
ZMZ,NCB,7980,31,0
EOP,YEE,9147,14,0
LZJ,EUD,7700,34,25
HFH,JKT,22752,10,11
QVG,GFZ,31434,42,14
QOR,YJI,2733,42,31
QYJ,GJP,2920,43,24
JNZ,QYW,12324,34,2
FLC,VFU,18925,9,1
ABG,ODL,8229,42,12
PAY,TND,9502,9,23
PWX,EDZ,2392,47,19
KHR,JII,9660,44,31
ZDB,UBB,4170,15,30
XWY,ZZT,13812,36,19
NCM,PNH,24199,30,32
ELD,SPG,16070,34,18
BDM,MKE,4311,47,18
GSK,KAM,21632,4,32
OZR,EKD,18649,31,15
MRM,URK,16749,19,9
AFG,ZDB,7643,0,3
PJD,HQE,16522,17,6
ZID,FJR,29242,6,9
XSX,QCT,27720,15,12
RFV,THG,6170,19,15
JXG,LUY,574,19,7
OKM,FMC,28599,12,18
FCY,AJQ,12501,2,20
OAA,GLP,13405,38,22
OBI,WEE,3820,35,16
DJL,YNT,32260,14,20
YSZ,VQV,27093,5,25
CEN,NBM,30986,31,29
CGP,SMG,10339,21,31
LPF,ZLY,15563,40,21
DDK,HRK,20637,14,21
KVN,CYH,16144,44,6
HWP,IPN,21546,4,24
KUM,DBV,16176,21,18
ZIN,BRU,9163,24,4
KNT,ZSO,6843,43,22
LWB,VGZ,14537,25,20
CUS,UMK,13742,6,31
FEB,ORT,30661,38,26
XUR,USR,28111,30,0
DRA,XXL,2204,11,13
WNZ,OVM,26103,12,6
VOO,OYU,27933,0,24
UEU,FUF,23458,39,2
JCQ,EIB,6267,41,31
SPS,EKK,27933,42,14
YCJ,NUU,13772,3,0
XJT,TLQ,4605,1,14
NQJ,ARR,12944,24,25
OQQ,YVN,21740,6,15
DQK,GXR,1794,6,1
SXE,BLO,17220,0,0
ACC,TLT,27372,28,14
CAF,MZI,434,31,16
LZC,WMC,5884,31,32
HWR,FQY,13741,18,3
OQU,QWU,17147,45,21
CCL,ASX,11227,15,22
LCW,FGX,22584,20,23
EYE,CND,25207,26,24
TME,PXT,4919,15,5
SNU,BUU,14503,29,13
TFW,ZSG,4199,28,4
SZD,TDU,13019,7,27
NSF,VEQ,7107,28,3
GLW,JDG,18471,22,19
TFM,BJA,12109,19,9
ZTK,GCE,16328,20,28
WKE,EHF,16543,46,18
FTI,AYN,23383,14,23
ALE,LUT,20350,11,21
YNA,IIS,30535,32,16
AAN,INU,9556,32,8
HRV,CHT,24764,47,8
PXX,SVA,1709,23,30
IHY,KPK,788,48,1
TQU,MJO,27797,19,30
DYN,ZBJ,19477,18,27
KTF,TTR,14318,1,15
HSQ,XFY,5278,0,19
ZWC,YYQ,16964,2,24
YVG,VUW,11746,15,6
QHR,ADQ,1147,48,9
JAN,GBK,21301,18,24
PTE,LVE,28424,42,14
EEB,KJA,18309,28,5
GPU,HLG,7811,21,23
TIZ,JUO,30333,14,12
NEM,BXX,13044,24,10
DOM,EET,24309,43,21
HHR,QWY,23614,21,14
FSL,YMM,4094,36,29
EIG,GOJ,17373,27,30
YWV,TBQ,7114,45,23
LLS,FOI,4660,43,10
BIU,TJM,23193,7,22
JMW,KVH,15592,20,6
DKF,MWK,22649,36,21
JXK,XYN,6724,12,14
GBT,CWF,17019,12,21
AET,LYL,20060,38,0
HPT,HIM,12936,13,9
KBU,ZPU,8006,23,21
HQV,YVK,1045,1,3
JQQ,IUC,16842,5,30
NBC,IRJ,25895,4,31
CCR,YQA,6201,2,32
RQP,RIQ,6185,9,14
ZWF,AUV,31427,42,19
HNL,OUT,20778,0,28
EHA,ZII,23030,20,8
HHA,WTQ,31249,3,22
SOI,QPV,20388,46,0
SSM,RWH,26612,27,15
AFM,VZE,27712,37,1
CSA,QDO,6337,12,11
VIT,NGU,19853,26,30
OCI,LTS,5928,32,25
NIF,OZF,2977,7,7
VLU,WSM,20804,35,11
XKM,OAT,4968,25,19
OOA,LAX,14303,37,22
RRM,JJX,25003,44,9
PFT,DOL,17355,7,25
QYF,EYG,26356,23,28
BJW,OXM,29737,28,5
BDN,UUF,22872,42,17
FYZ,GZL,28818,25,21
CPQ,ADG,19670,8,31
REG,SGA,14082,29,12
FRT,VLS,1754,24,27
THU,GZB,12286,37,11
ZMW,GGD,31656,12,1
ZMT,QIQ,31712,13,1
OIZ,CQD,27863,20,18
FFI,MWB,15798,47,16
UPU,KVV,14104,28,10
ALE,WEI,12487,21,29
RAV,ZCJ,32349,5,3
BJT,MHB,19528,21,9
IBW,BMZ,20059,16,23
FJT,IGE,3594,23,13
FFK,VAA,23505,6,16
VXF,EFJ,19557,41,9
RXY,CWQ,8704,36,16
IDA,LLH,22220,0,0
ROK,TOB,5340,19,29
LDU,FXN,16205,31,29
RJW,CPK,31262,30,21
LGV,III,29620,22,1
HVF,CPY,21126,15,31
KLM,NGU,4046,17,21
MAV,XFC,27591,37,15
OUY,EPM,7781,16,31
YBC,HIE,15972,17,24
CFV,DVH,24458,45,13
VQO,IUE,7108,34,6
OEM,ALO,7284,35,5
FGG,NQL,21923,28,26
CAL,HOZ,31227,42,16
KTT,AXQ,9484,39,13
LKA,CQG,22115,6,18
FXO,RBT,22722,46,10
COI,LUG,28752,23,13
UBZ,WQG,26022,13,18
NLT,JYU,19208,39,30
VWT,LRT,8632,23,11
GPU,HTK,28652,6,8
RDL,EBW,9642,44,32
QEJ,AVL,26908,21,11
KIO,TED,25682,40,9
URK,GMK,3868,29,21
AZA,QSZ,12388,31,15
PMY,QHW,19417,10,6
BDH,ODJ,28196,13,6
BLZ,OXH,7448,6,6
COX,EFO,27599,13,27
DUW,LPC,8387,6,18
LJU,ITQ,7289,29,16
YHN,AMW,2527,4,5
NZX,UFH,13776,19,22
BMZ,VGO,7346,13,6
UKQ,GEA,11733,1,12
WTR,UDI,8074,26,30
CZL,COR,25317,33,25
THG,VOR,26574,26,4
WKB,KOD,14231,13,5
UQJ,XIQ,30692,39,8
QTZ,BYK,23837,16,17
GSI,NUD,29424,22,13
BTD,VGL,15940,13,3
IDI,BYO,597,48,7
OOY,QGE,16614,45,6
FYH,PBZ,27137,10,1
HQY,HHA,14941,17,2
LZJ,ZFW,26247,37,7
CKF,SBR,28152,22,25
PIO,XGD,27970,44,19
IXI,VJI,24363,47,2
YRQ,IZU,7519,36,4
ZCJ,JIF,3691,29,19
LFJ,YLE,28728,29,29
OEC,BLK,14350,41,30
IWZ,IVB,29822,34,29
XPO,DIC,12491,24,7
AZL,MDJ,5700,19,20
XKH,UGK,5725,20,25
LNX,ZAF,931,13,3
UUV,ENR,5475,35,13
YDC,QFW,20081,17,30
MIF,CUX,10689,10,3
GMS,JLY,28203,37,11
TGN,MJZ,7603,29,29
VDB,OMT,10939,20,11
ZCL,FMQ,7619,45,5
FHW,QHQ,3899,7,17
NFC,YPN,15538,29,31
WYJ,MKJ,5871,22,4
LKW,WPG,26646,43,32
OHR,OOS,13011,5,12
MWA,OUX,5878,0,6
VJB,MQI,10597,33,20
SPE,TZN,22070,22,32
APE,YHK,7656,7,14
YOE,BCE,13479,48,25
RZG,VUQ,5659,39,9
PQG,KWB,1842,5,32
MET,EXT,15934,7,20
BCN,AAJ,4738,22,3
VTB,EKT,21162,32,8
WUV,NVF,15283,3,31
WYW,TST,14037,41,30
BDG,IOL,3987,19,25
AKJ,LPO,12967,48,28
YWJ,FFS,14248,6,10
OSR,QDL,10044,7,7
YRK,HVR,9465,19,22
LBG,ALB,32354,3,15
DIT,TZH,1161,6,3
IBA,NOJ,26516,19,11
UNT,HEE,17465,22,28
UMX,PTP,16541,18,1
UNK,DVA,20053,12,22
ZJX,RRJ,20481,41,15
OHO,XTD,14350,40,3
SCK,SNU,20197,34,24
YXV,IRN,16545,46,10
EOV,XIG,26051,32,13
SVH,WPR,3866,20,2
ULS,YFB,6831,26,28
OSS,QHI,6255,44,13
OAT,OBY,30615,46,25
QSZ,EYH,5755,14,31
QTS,DNS,16646,28,8
HHO,SOU,11084,5,27
XYD,XOV,24047,2,1
WEY,QQN,16293,32,8
FXU,GOL,10736,17,10
PVX,RQM,29941,19,8
AHO,EPI,21531,43,20
FAY,PJL,3457,36,25
MOT,SBS,26817,2,9
LMD,OYN,8227,6,25
KBZ,UMZ,31693,1,30
VFE,SGH,31151,2,24
TFM,ZRI,4917,27,29
YQL,XOI,15005,39,17
HCW,GRK,22982,5,26
DXO,UWS,29940,39,19
OAT,LGP,4933,31,15
HMD,QMN,14867,18,6
WPX,SDG,640,33,16
GTY,NCY,19003,1,4
POR,OHH,4604,47,8
APK,ODK,1189,39,30
VYE,QRB,7678,11,5
SIL,NOJ,20250,21,32
CWE,NBG,30172,24,10
TUA,QPJ,27876,26,10
YDN,IBG,11864,23,19
HLE,RVB,24525,7,22
RZK,CYN,20266,48,27
XSN,BRK,30626,5,27
AJS,ECZ,29152,18,10
VUL,LEX,23625,34,31
ILM,EUZ,24955,46,23
JYM,ROF,11815,46,21
ALY,FRU,23796,13,12
RRF,XEK,18145,46,26
GUN,ETV,32763,3,1
CWO,EKU,2340,5,31
AFZ,WGW,22748,26,7
JAG,IEC,11893,25,31
FPS,SXX,19131,36,5
LEI,QOS,25650,43,11
OUS,PBU,13959,21,13
DRK,UQD,3593,27,3
LGT,TJX,19131,22,22
VIQ,BDB,22731,31,28
RZU,WBZ,12924,1,11
KXL,DYM,18530,23,17
YWU,RFE,22501,36,0
ROX,JPW,8840,40,3
OUT,NIS,13760,31,0
XWT,OHC,4939,10,28
QNB,QIZ,17279,5,12
MHQ,WPD,6467,42,8
AYX,DAY,22285,11,5
ZEZ,HMQ,16829,25,24
QEZ,BTK,1625,24,4
NBR,MJQ,32138,17,24
VGU,FVL,7041,31,16
NCT,AJO,2186,17,19
YCJ,YYN,17422,0,29
IQY,MQG,20632,16,31
LBS,JOX,19721,19,30
PZJ,HQW,13539,26,21
QQT,ZHP,26221,0,31
RGA,QXH,7266,42,30
QAC,IJQ,14470,43,6
UMW,JZH,8848,48,24
ILO,TSK,16464,21,0
HPL,MOO,32649,31,5
QWE,NIN,15243,33,25
ZVP,DNC,20237,5,8
CIE,KRB,8216,25,12
MHK,UWE,16636,45,31
VFT,ESX,7046,21,28
CBJ,BLO,8396,2,11
YDG,RIN,22113,4,7
CPD,IME,17373,23,2
KPV,BJO,701,3,25
SNG,ZKN,29763,21,14
NUP,YID,1347,34,0
RAK,YFW,15422,9,7
ENJ,MBR,10278,29,20
YWR,PQM,29878,8,6
CFF,LXA,3988,24,15
SEC,EKF,30182,39,6
HTZ,PWC,29781,5,32
YHD,CHS,10282,16,9
NQG,NLF,5864,19,9
HQI,RHF,32380,9,18
CUZ,VOD,21981,13,4
IYZ,HOE,22251,47,18
ABO,DSN,10719,46,29
PPQ,KHC,9045,22,6
KMI,KMR,28593,46,23
JXQ,MCL,6619,15,18
JAI,NGW,8582,23,21
MHK,WPS,5414,3,28
SPZ,WJF,5172,43,13
NJG,NFG,13345,30,8
UHF,TAX,7977,43,11
ETN,ZJU,3633,37,16
ZDN,NHE,30528,38,20
ZPI,XIU,23260,23,15
BHK,ABA,31485,19,5
TRW,SKV,8324,1,30
YMT,QTW,31345,48,32
LLA,DAL,25920,28,7
TUE,VXP,1538,29,30
MCR,TAD,9180,15,30
USS,VPI,260,8,7
NVJ,TLX,26227,22,17
VXL,JNV,13627,20,26
NID,ELO,25403,36,32
MJD,XQJ,21945,0,22
ZEB,SMV,8288,20,11
TNU,ZEP,16190,17,31
CXM,LLI,10068,41,5
NBN,TOR,16823,10,25
VRN,WUH,6483,35,28
CMX,GDS,20845,48,9
XCS,DLR,472,41,27
JFE,JFP,16632,2,8
HBS,KHF,13239,31,2
AUF,ZWK,30743,9,5
ZAU,VMY,20503,44,22
RRP,EGI,23732,22,13
KWS,TPJ,26664,18,4
KZP,YHO,20592,44,32
SAS,ULD,3444,39,21
IAY,SYF,29183,31,22
XIP,RDX,27608,32,30
GRL,YZF,23411,18,20
QGI,IMX,9011,3,30
UAH,RGA,1646,44,27
FQF,CHP,27906,21,7
EKL,OOE,15260,26,17
JXK,ORI,12139,8,23
SNS,MID,15802,46,8
QBI,KUX,12712,43,30
ZBR,VGW,11454,36,20
BWT,QEP,15702,6,17
JSL,XXG,8180,34,28
UAC,WYC,9439,37,9
EXY,CUH,24361,40,6
YKF,WJP,13849,9,26
SQW,ZFE,28904,24,22
UZM,XYQ,17172,16,13
PQS,GXN,6417,32,31
FXZ,GEC,30657,31,17
OZN,QEN,28792,24,1
YAI,NGU,11288,10,22
BFW,FQJ,362,18,22
QBN,DSP,11860,48,1
SFV,KXG,22166,48,11
ZUS,KPM,12572,26,7
THO,YLE,22689,9,9
KHQ,ETZ,21075,34,24
BPV,MSE,6330,37,6
OQE,QBS,31912,35,22
JQB,SNA,14404,40,18
SRO,RQQ,10780,23,17
ZXI,CAO,28448,36,9
UTJ,XLS,28172,26,2
EQN,XUC,1537,11,15
SEA,DHJ,25165,26,27
DTL,FBB,25574,17,31
JTL,KSY,23635,19,8
IOI,SQC,31958,43,17
SHZ,DXV,29128,3,0
XRD,IPM,10606,8,12
UEA,YPU,16781,37,0
RGG,HYB,18036,13,29
DEP,DKG,3689,28,23
ENZ,SOJ,13311,11,17
SSN,PWO,22000,24,10
NIX,FWV,15417,35,27
GOP,WXQ,4891,6,22
CMX,BGR,162,12,20
UWB,JEP,23404,20,24
ZDO,WKH,25180,24,5
JSG,BNB,19548,4,23
ROE,BSK,30535,16,14
OBH,YDU,30910,24,29
SEX,KLM,8908,36,5
TNK,OYI,18693,38,16
ZBF,PZC,13893,37,1
GJD,GSG,14552,20,1
HGA,CEL,5208,31,6
YKX,TBO,18847,23,1
MTH,GYF,8200,13,5
FUP,YRF,12886,7,31
JPB,AHN,1541,11,2
FLO,CHC,4081,13,24
YYT,NHV,15275,45,13
VUE,VFO,8579,37,12
LWK,LSP,26976,4,19
RGF,ALF,25163,38,20
ZAH,GOD,966,44,19
HRM,PGN,28878,20,7
UGK,QQZ,3636,34,23
DTP,ZUN,21524,48,5
OJW,EGM,3626,36,3
